unique_id,price_paid,deed_date,postcode,property_type,new_build,estate_type,street,locality,town,district,county
01EB45EF-6643-40F3-E063-4704A8C05FDE,"$750,000.00",1/24/23,E1 0BE,FLAT/MAISONETTE,NO,LEASEHOLD,JOHNSON STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FAC30766-CC70-5E20-E053-4704A8C004EE,"$685,000.00",3/30/23,E1 0BE,FLAT/MAISONETTE,NO,LEASEHOLD,JOHNSON STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FAC30767-08BE-5E20-E053-4704A8C004EE,"$343,000.00",3/31/23,E1 0BH,FLAT/MAISONETTE,NO,LEASEHOLD,CANNON STREET ROAD,,LONDON,TOWER HAMLETS,GREATER LONDON
01EB45EF-ABA1-40F3-E063-4704A8C05FDE,"$423,000.00",2/17/23,E1 0BH,TERRACED,NO,LEASEHOLD,CANNON STREET ROAD,,LONDON,TOWER HAMLETS,GREATER LONDON
FD226035-BBA3-4CB7-E053-4804A8C00430,"$322,000.00",3/31/23,E1 0BY,FLAT/MAISONETTE,NO,LEASEHOLD,SAGE STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FFA361DA-BA33-8A03-E053-4804A8C01F61,"$387,000.00",5/26/23,E1 0DZ,FLAT/MAISONETTE,NO,LEASEHOLD,COBURG DWELLINGS,,LONDON,TOWER HAMLETS,GREATER LONDON
FAC30767-C9A5-5E20-E053-4704A8C004EE,"$275,000.00",3/15/23,E1 0EF,FLAT/MAISONETTE,NO,LEASEHOLD,DEVONPORT STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
F5E8B082-2FF7-3A13-E053-6C04A8C060B7,"$160,000.00",1/20/23,E1 0EF,FLAT/MAISONETTE,NO,LEASEHOLD,DEVONPORT STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
F5E8B082-2FF6-3A13-E053-6C04A8C060B7,"$200,000.00",1/20/23,E1 0EF,FLAT/MAISONETTE,NO,LEASEHOLD,DEVONPORT STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
01EB45EF-64D8-40F3-E063-4704A8C05FDE,"$375,000.00",5/24/23,E1 0HJ,FLAT/MAISONETTE,NO,LEASEHOLD,COMMERCIAL ROAD,,LONDON,TOWER HAMLETS,GREATER LONDON
F87E72F8-89F5-176C-E053-6B04A8C0D2BE,"$445,000.00",1/27/23,E1 0HR,FLAT/MAISONETTE,NO,LEASEHOLD,BOULCOTT STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
F5E8B080-D226-3A13-E053-6C04A8C060B7,"$285,000.00",1/30/23,E1 0PN,FLAT/MAISONETTE,NO,LEASEHOLD,CORNWOOD DRIVE,,LONDON,TOWER HAMLETS,GREATER LONDON
FD226036-0BD8-4CB7-E053-4804A8C00430,"$800,000.00",4/3/23,E1 0PQ,TERRACED,NO,FREEHOLD,WEST ARBOUR STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FFA361DB-0637-8A03-E053-4804A8C01F61,"$725,000.00",5/18/23,E1 0PU,TERRACED,NO,FREEHOLD,EAST ARBOUR STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
F87E72F9-CF27-176C-E053-6B04A8C0D2BE,"$500,000.00",1/20/23,E1 0QJ,FLAT/MAISONETTE,NO,LEASEHOLD,SEAGRAVE CLOSE,,LONDON,TOWER HAMLETS,GREATER LONDON
FFA361DA-BAA1-8A03-E053-4804A8C01F61,"$333,000.00",3/10/23,E1 0RE,TERRACED,NO,LEASEHOLD,CHUDLEIGH STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
01EB45EF-64B0-40F3-E063-4704A8C05FDE,"$293,000.00",2/20/23,E1 1AY,FLAT/MAISONETTE,NO,LEASEHOLD,CHRISTIAN STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
F87E72F8-D777-176C-E053-6B04A8C0D2BE,"$500,000.00",1/30/23,E1 1ER,FLAT/MAISONETTE,NO,LEASEHOLD,COKE STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
01EB45F0-8409-40F3-E063-4704A8C05FDE,"$430,000.00",3/24/23,E1 1ER,FLAT/MAISONETTE,NO,LEASEHOLD,COKE STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
01EB45EF-AB87-40F3-E063-4704A8C05FDE,"$519,800.00",7/6/23,E1 1LF,FLAT/MAISONETTE,NO,LEASEHOLD,COMMERCIAL ROAD,,LONDON,TOWER HAMLETS,GREATER LONDON
FD226035-BB94-4CB7-E053-4804A8C00430,"$565,000.00",2/24/23,E1 1LF,FLAT/MAISONETTE,NO,LEASEHOLD,COMMERCIAL ROAD,,LONDON,TOWER HAMLETS,GREATER LONDON
FAC30766-CDD8-5E20-E053-4704A8C004EE,"$725,000.00",1/27/23,E1 1LQ,FLAT/MAISONETTE,NO,LEASEHOLD,BACK CHURCH LANE,,LONDON,TOWER HAMLETS,GREATER LONDON
FFA361DB-77F4-8A03-E053-4804A8C01F61,"$300,000.00",1/9/23,E1 1NY,FLAT/MAISONETTE,NO,LEASEHOLD,COMMERCIAL ROAD,,LONDON,TOWER HAMLETS,GREATER LONDON
FD226036-879E-4CB7-E053-4804A8C00430,"$305,000.00",4/6/23,E1 1NZ,FLAT/MAISONETTE,NO,LEASEHOLD,COMMERCIAL ROAD,,LONDON,TOWER HAMLETS,GREATER LONDON
FAC30767-09AC-5E20-E053-4704A8C004EE,"$186,000.00",2/3/23,E1 1PY,FLAT/MAISONETTE,NO,LEASEHOLD,UMBERSTON STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FD226036-7AB9-4CB7-E053-4804A8C00430,"$303,000.00",1/11/23,E1 1PY,OTHER,NO,LEASEHOLD,UMBERSTON STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
01EB45EF-6501-40F3-E063-4704A8C05FDE,"$352,000.00",3/14/23,E1 2AG,FLAT/MAISONETTE,NO,LEASEHOLD,TURNER STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FD226035-BA80-4CB7-E053-4804A8C00430,"$337,000.00",4/14/23,E1 2BN,FLAT/MAISONETTE,NO,LEASEHOLD,CAVELL STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
01EB45EF-ABFB-40F3-E063-4704A8C05FDE,"$715,000.00",2/15/23,E1 2DL,TERRACED,NO,FREEHOLD,NELSON STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FD226035-BA60-4CB7-E053-4804A8C00430,"$1,000,000.00",5/5/23,E1 2EY,TERRACED,NO,FREEHOLD,SIDNEY SQUARE,,LONDON,TOWER HAMLETS,GREATER LONDON
01EB45F0-8423-40F3-E063-4704A8C05FDE,"$310,000.00",5/31/23,E1 2PD,FLAT/MAISONETTE,NO,LEASEHOLD,TARLING STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
F87E72F9-CF0E-176C-E053-6B04A8C0D2BE,"$325,000.00",2/1/23,E1 2QL,FLAT/MAISONETTE,NO,LEASEHOLD,SHADWELL GARDENS,,LONDON,TOWER HAMLETS,GREATER LONDON
01EB45F0-8426-40F3-E063-4704A8C05FDE,"$327,000.00",1/19/23,E1 2QT,FLAT/MAISONETTE,NO,LEASEHOLD,MORTON CLOSE,,LONDON,TOWER HAMLETS,GREATER LONDON
FD226036-87C4-4CB7-E053-4804A8C00430,"$476,000.00",2/16/23,E1 2QT,FLAT/MAISONETTE,NO,LEASEHOLD,MORTON CLOSE,,LONDON,TOWER HAMLETS,GREATER LONDON
F5E8B081-26CD-3A13-E053-6C04A8C060B7,"$425,000.00",1/31/23,E1 2QW,FLAT/MAISONETTE,NO,LEASEHOLD,CORNWALL STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
F87E72F8-D7A3-176C-E053-6B04A8C0D2BE,"$387,500.00",1/23/23,E1 3AB,FLAT/MAISONETTE,NO,LEASEHOLD,ADELINA GROVE,,LONDON,TOWER HAMLETS,GREATER LONDON
FFA361DA-BB4C-8A03-E053-4804A8C01F61,"$415,000.00",5/23/23,E1 3AE,FLAT/MAISONETTE,NO,LEASEHOLD,ADELINA GROVE,,LONDON,TOWER HAMLETS,GREATER LONDON
FD226035-BBE5-4CB7-E053-4804A8C00430,"$430,000.00",4/14/23,E1 3AQ,FLAT/MAISONETTE,NO,LEASEHOLD,REDMANS ROAD,,LONDON,TOWER HAMLETS,GREATER LONDON
F3B6C198-7D1C-6E40-E053-6C04A8C0B3B4,"$355,000.00",1/12/23,E1 3AY,FLAT/MAISONETTE,NO,LEASEHOLD,LINDLEY STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FAC30766-CC94-5E20-E053-4704A8C004EE,"$300,000.00",3/23/23,E1 3BH,FLAT/MAISONETTE,NO,LEASEHOLD,LINDLEY STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
F87E72F8-D682-176C-E053-6B04A8C0D2BE,"$350,000.00",3/2/23,E1 3BJ,FLAT/MAISONETTE,NO,LEASEHOLD,JUBILEE STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FAC30767-C970-5E20-E053-4704A8C004EE,"$300,000.00",3/8/23,E1 3BQ,FLAT/MAISONETTE,NO,LEASEHOLD,STEPNEY WAY,,LONDON,TOWER HAMLETS,GREATER LONDON
01EB45EF-AB08-40F3-E063-4704A8C05FDE,"$540,000.00",6/16/23,E1 3BX,FLAT/MAISONETTE,NO,LEASEHOLD,ADELINA GROVE,,LONDON,TOWER HAMLETS,GREATER LONDON
01EB45EF-AB76-40F3-E063-4704A8C05FDE,"$325,000.00",4/14/23,E1 3EN,FLAT/MAISONETTE,NO,LEASEHOLD,JUBILEE STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
01EB45F0-83FD-40F3-E063-4704A8C05FDE,"$247,000.00",5/17/23,E1 3ER,FLAT/MAISONETTE,NO,LEASEHOLD,JUBILEE STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FD226036-8799-4CB7-E053-4804A8C00430,"$230,000.00",5/17/23,E1 3ER,FLAT/MAISONETTE,NO,LEASEHOLD,JUBILEE STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
01EB45EF-655C-40F3-E063-4704A8C05FDE,"$450,000.00",6/9/23,E1 3FB,FLAT/MAISONETTE,NO,LEASEHOLD,FULNECK PLACE,,LONDON,TOWER HAMLETS,GREATER LONDON
F87E72F8-8984-176C-E053-6B04A8C0D2BE,"$500,000.00",2/17/23,E1 3HE,FLAT/MAISONETTE,NO,LEASEHOLD,JUBILEE STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FD226035-BADC-4CB7-E053-4804A8C00430,"$390,000.00",4/3/23,E1 3HQ,FLAT/MAISONETTE,NO,LEASEHOLD,STEPNEY WAY,,LONDON,TOWER HAMLETS,GREATER LONDON
F87E72F8-D7EE-176C-E053-6B04A8C0D2BE,"$400,000.00",2/24/23,E1 3HS,FLAT/MAISONETTE,NO,LEASEHOLD,CLARK STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
01EB45EF-ABEA-40F3-E063-4704A8C05FDE,"$695,000.00",6/1/23,E1 3HS,FLAT/MAISONETTE,NO,LEASEHOLD,CLARK STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FFA361DA-BB36-8A03-E053-4804A8C01F61,"$600,000.00",5/5/23,E1 3HS,FLAT/MAISONETTE,NO,LEASEHOLD,CLARK STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FD226036-87A1-4CB7-E053-4804A8C00430,"$320,000.00",3/3/23,E1 3HU,FLAT/MAISONETTE,NO,LEASEHOLD,JAMAICA STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
F5E8B080-D27C-3A13-E053-6C04A8C060B7,"$298,000.00",2/1/23,E1 3JF,FLAT/MAISONETTE,NO,LEASEHOLD,HANNIBAL ROAD,,LONDON,TOWER HAMLETS,GREATER LONDON
F87E72F8-D7B7-176C-E053-6B04A8C0D2BE,"$255,000.00",2/24/23,E1 3JH,FLAT/MAISONETTE,NO,LEASEHOLD,STEPNEY GREEN,,LONDON,TOWER HAMLETS,GREATER LONDON
F87E72F8-D7BB-176C-E053-6B04A8C0D2BE,"$479,500.00",2/23/23,E1 3JH,FLAT/MAISONETTE,NO,LEASEHOLD,STEPNEY GREEN,,LONDON,TOWER HAMLETS,GREATER LONDON
F87E72F8-8873-176C-E053-6B04A8C0D2BE,"$736,720.00",3/3/23,E1 3JT,TERRACED,NO,FREEHOLD,ROLAND MEWS,,LONDON,TOWER HAMLETS,GREATER LONDON
FAC30767-0904-5E20-E053-4704A8C004EE,"$365,000.00",1/4/23,E1 3NU,FLAT/MAISONETTE,NO,LEASEHOLD,RECTORY SQUARE,,LONDON,TOWER HAMLETS,GREATER LONDON
FAC30767-0981-5E20-E053-4704A8C004EE,"$127,500.00",1/27/23,E1 3NW,FLAT/MAISONETTE,NO,LEASEHOLD,MASTERS STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FAC30767-0891-5E20-E053-4704A8C004EE,"$340,000.00",3/8/23,E1 4AL,FLAT/MAISONETTE,NO,LEASEHOLD,GLOBE ROAD,,LONDON,TOWER HAMLETS,GREATER LONDON
01EB45EF-6762-40F3-E063-4704A8C05FDE,"$450,000.00",6/16/23,E1 4AP,FLAT/MAISONETTE,NO,LEASEHOLD,OSIER STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FAC30767-5339-5E20-E053-4704A8C004EE,"$850,000.00",3/28/23,E1 4BH,FLAT/MAISONETTE,NO,FREEHOLD,MILE END PLACE,,LONDON,TOWER HAMLETS,GREATER LONDON
01EB45F0-83FC-40F3-E063-4704A8C05FDE,"$500,000.00",7/3/23,E1 4EG,TERRACED,NO,FREEHOLD,ALDERNEY ROAD,,LONDON,TOWER HAMLETS,GREATER LONDON
F5E8B081-2567-3A13-E053-6C04A8C060B7,"$500,000.00",1/30/23,E1 4ES,FLAT/MAISONETTE,NO,LEASEHOLD,HARPLEY SQUARE,,LONDON,TOWER HAMLETS,GREATER LONDON
01EB45EF-653B-40F3-E063-4704A8C05FDE,"$437,000.00",6/28/23,E1 4GB,FLAT/MAISONETTE,NO,LEASEHOLD,BERMUDA WAY,,LONDON,TOWER HAMLETS,GREATER LONDON
F5E8B080-D148-3A13-E053-6C04A8C060B7,"$272,500.00",1/5/23,E1 4GF,FLAT/MAISONETTE,NO,LEASEHOLD,HARFORD STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FAC30766-CBB0-5E20-E053-4704A8C004EE,"$526,500.00",2/20/23,E1 4GQ,FLAT/MAISONETTE,NO,LEASEHOLD,ASSEMBLY PASSAGE,,LONDON,TOWER HAMLETS,GREATER LONDON
FFA361DB-7804-8A03-E053-4804A8C01F61,"$250,000.00",3/9/23,E1 4JD,FLAT/MAISONETTE,NO,LEASEHOLD,CEPHAS STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FD226035-BBB8-4CB7-E053-4804A8C00430,"$402,000.00",3/17/23,E1 4JH,FLAT/MAISONETTE,NO,LEASEHOLD,HADLEIGH CLOSE,,LONDON,TOWER HAMLETS,GREATER LONDON
F87E72F8-D713-176C-E053-6B04A8C0D2BE,"$490,000.00",2/3/23,E1 4JJ,FLAT/MAISONETTE,NO,LEASEHOLD,AMIEL STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
F3B6C197-A8B8-6E40-E053-6C04A8C0B3B4,"$352,000.00",1/19/23,E1 4LD,FLAT/MAISONETTE,NO,LEASEHOLD,MILE END ROAD,,LONDON,TOWER HAMLETS,GREATER LONDON
F5E8B081-2615-3A13-E053-6C04A8C060B7,"$290,000.00",1/13/23,E1 4LS,TERRACED,NO,FREEHOLD,ERNEST STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FFA361DA-BA41-8A03-E053-4804A8C01F61,"$350,000.00",6/14/23,E1 4LY,FLAT/MAISONETTE,NO,LEASEHOLD,WHITE HORSE LANE,,LONDON,TOWER HAMLETS,GREATER LONDON
FFA361DB-0648-8A03-E053-4804A8C01F61,"$740,000.00",3/23/23,E1 4NF,TERRACED,NO,FREEHOLD,LOUISA STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
F5E8B081-25C4-3A13-E053-6C04A8C060B7,"$229,000.00",1/23/23,E1 4QN,FLAT/MAISONETTE,NO,LEASEHOLD,EMMOTT CLOSE,,LONDON,TOWER HAMLETS,GREATER LONDON
F5E8B081-26A7-3A13-E053-6C04A8C060B7,"$430,000.00",1/20/23,E1 4QN,FLAT/MAISONETTE,NO,LEASEHOLD,EMMOTT CLOSE,,LONDON,TOWER HAMLETS,GREATER LONDON
01EB45EF-AC24-40F3-E063-4704A8C05FDE,"$325,000.00",6/12/23,E1 4RP,FLAT/MAISONETTE,NO,LEASEHOLD,CANDLE STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
01EB45EF-AC2B-40F3-E063-4704A8C05FDE,"$335,000.00",6/19/23,E1 4RR,FLAT/MAISONETTE,NO,LEASEHOLD,CANDLE STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
F87E72F8-88D0-176C-E053-6B04A8C0D2BE,"$395,000.00",2/10/23,E1 4RT,FLAT/MAISONETTE,NO,LEASEHOLD,CANDLE STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
F87E72F8-D85B-176C-E053-6B04A8C0D2BE,"$360,000.00",3/1/23,E1 4RX,FLAT/MAISONETTE,NO,LEASEHOLD,CANDLE STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FFA361DB-6ADC-8A03-E053-4804A8C01F61,"$1,050,000.00",6/5/23,E1 4TT,OTHER,NO,FREEHOLD,MILE END ROAD,,LONDON,TOWER HAMLETS,GREATER LONDON
FAC30766-CCBC-5E20-E053-4704A8C004EE,"$750,000.00",4/20/23,E1 4TW,FLAT/MAISONETTE,NO,LEASEHOLD,MILE END ROAD,,LONDON,TOWER HAMLETS,GREATER LONDON
FAC30767-087F-5E20-E053-4704A8C004EE,"$490,000.00",3/17/23,E1 4TZ,FLAT/MAISONETTE,NO,LEASEHOLD,CLEVELAND WAY,,LONDON,TOWER HAMLETS,GREATER LONDON
FD226035-7B7D-4CB7-E053-4804A8C00430,"$325,000.00",4/28/23,E1 4UF,FLAT/MAISONETTE,NO,LEASEHOLD,CLEVELAND WAY,,LONDON,TOWER HAMLETS,GREATER LONDON
FD226036-79CD-4CB7-E053-4804A8C00430,"$1,300,000.00",4/4/23,E1 4UN,OTHER,NO,FREEHOLD,MILE END ROAD,,LONDON,TOWER HAMLETS,GREATER LONDON
FFA361DB-77F1-8A03-E053-4804A8C01F61,"$336,000.00",6/1/23,E1 4UY,FLAT/MAISONETTE,NO,LEASEHOLD,MILE END ROAD,,LONDON,TOWER HAMLETS,GREATER LONDON
FFA361DA-BAA6-8A03-E053-4804A8C01F61,"$445,000.00",1/9/23,E1 4XJ,FLAT/MAISONETTE,NO,LEASEHOLD,CLEVELAND GROVE,,LONDON,TOWER HAMLETS,GREATER LONDON
FD226036-878E-4CB7-E053-4804A8C00430,"$280,000.00",4/5/23,E1 4XQ,FLAT/MAISONETTE,NO,LEASEHOLD,CLEVELAND GROVE,,LONDON,TOWER HAMLETS,GREATER LONDON
FD226035-BB87-4CB7-E053-4804A8C00430,"$700,000.00",4/5/23,E1 5AG,FLAT/MAISONETTE,NO,LEASEHOLD,DEAL STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
01EB45EF-AB74-40F3-E063-4704A8C05FDE,"$675,000.00",6/16/23,E1 5AG,FLAT/MAISONETTE,NO,LEASEHOLD,DEAL STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
F87E72F8-D6D3-176C-E053-6B04A8C0D2BE,"$410,000.00",3/1/23,E1 5AH,FLAT/MAISONETTE,NO,LEASEHOLD,DEAL STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FAC30767-0980-5E20-E053-4704A8C004EE,"$305,000.00",2/24/23,E1 5BH,FLAT/MAISONETTE,NO,LEASEHOLD,VALLANCE ROAD,,LONDON,TOWER HAMLETS,GREATER LONDON
F87E72F8-D7C3-176C-E053-6B04A8C0D2BE,"$300,000.00",3/1/23,E1 5BJ,FLAT/MAISONETTE,NO,LEASEHOLD,VALLANCE ROAD,,LONDON,TOWER HAMLETS,GREATER LONDON
F5E8B081-2536-3A13-E053-6C04A8C060B7,"$320,000.00",2/10/23,E1 5DU,FLAT/MAISONETTE,NO,LEASEHOLD,SOMERFORD STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
01EB45EF-AC22-40F3-E063-4704A8C05FDE,"$490,000.00",5/19/23,E1 5EN,FLAT/MAISONETTE,NO,LEASEHOLD,GREATOREX STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
01EB45F0-8430-40F3-E063-4704A8C05FDE,"$542,000.00",6/30/23,E1 5EZ,FLAT/MAISONETTE,NO,LEASEHOLD,HUNTON STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FD226035-7A96-4CB7-E053-4804A8C00430,"$505,000.00",5/15/23,E1 5FZ,FLAT/MAISONETTE,NO,LEASEHOLD,HEMMING STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FAC30766-CC08-5E20-E053-4704A8C004EE,"$330,000.00",3/21/23,E1 5JH,FLAT/MAISONETTE,NO,LEASEHOLD,HANBURY STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
01EB45F0-962A-40F3-E063-4704A8C05FDE,"$810,000.00",6/8/23,E1 5JL,TERRACED,NO,FREEHOLD,HANBURY STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FAC30767-D9F4-5E20-E053-4704A8C004EE,"$850,000.00",3/10/23,E1 5JL,OTHER,NO,FREEHOLD,HANBURY STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FFA361DA-BA6B-8A03-E053-4804A8C01F61,"$350,000.00",3/16/23,E1 5LE,FLAT/MAISONETTE,NO,LEASEHOLD,HOPETOWN STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FAC30767-D9F9-5E20-E053-4704A8C004EE,"$2,800,000.00",3/23/23,E1 5LJ,OTHER,NO,FREEHOLD,HENEAGE STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FAC30767-09A4-5E20-E053-4704A8C004EE,"$515,000.00",3/29/23,E1 5LW,FLAT/MAISONETTE,NO,LEASEHOLD,HENEAGE STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
01EB45EF-AC02-40F3-E063-4704A8C05FDE,"$450,000.00",6/16/23,E1 5LW,FLAT/MAISONETTE,NO,LEASEHOLD,HENEAGE STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FFA361DA-7C1C-8A03-E053-4804A8C01F61,"$380,000.00",5/15/23,E1 5NW,FLAT/MAISONETTE,NO,LEASEHOLD,GREATOREX STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
01EB45EF-AC29-40F3-E063-4704A8C05FDE,"$625,000.00",6/19/23,E1 5QZ,FLAT/MAISONETTE,NO,LEASEHOLD,COVENTRY ROAD,,LONDON,TOWER HAMLETS,GREATER LONDON
F5E8B082-200F-3A13-E053-6C04A8C060B7,"$160,000.00",1/17/23,E1 5RD,FLAT/MAISONETTE,NO,LEASEHOLD,BARNSLEY STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FAC30767-08E9-5E20-E053-4704A8C004EE,"$1,145,000.00",1/27/23,E1 6EA,FLAT/MAISONETTE,NO,LEASEHOLD,LAMB STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
01EB45EF-653D-40F3-E063-4704A8C05FDE,"$580,000.00",6/21/23,E1 6GR,FLAT/MAISONETTE,NO,LEASEHOLD,AVANTGARDE PLACE,,LONDON,TOWER HAMLETS,GREATER LONDON
FD226036-7A72-4CB7-E053-4804A8C00430,"$820,000.00",2/3/23,E1 6GR,FLAT/MAISONETTE,NO,LEASEHOLD,AVANTGARDE PLACE,,LONDON,TOWER HAMLETS,GREATER LONDON
01EB45EF-6542-40F3-E063-4704A8C05FDE,"$875,000.00",5/30/23,E1 6GS,FLAT/MAISONETTE,NO,LEASEHOLD,AVANTGARDE PLACE,,LONDON,TOWER HAMLETS,GREATER LONDON
01EB45F0-7527-40F3-E063-4704A8C05FDE,"$75,000.00",1/17/23,E1 6GW,OTHER,NO,LEASEHOLD,CYGNET STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
F5E8B080-D440-3A13-E053-6C04A8C060B7,"$570,000.00",2/2/23,E1 6HR,FLAT/MAISONETTE,NO,LEASEHOLD,SCLATER STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
F87E72F8-896B-176C-E053-6B04A8C0D2BE,"$485,000.00",3/10/23,E1 6HR,FLAT/MAISONETTE,NO,LEASEHOLD,SCLATER STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
01EB45F0-7416-40F3-E063-4704A8C05FDE,"$717,661.00",4/13/23,E1 6HY,OTHER,NO,FREEHOLD,SHOREDITCH HIGH STREET,,LONDON,HACKNEY,GREATER LONDON
01EB45F0-7539-40F3-E063-4704A8C05FDE,"$717,661.00",4/13/23,E1 6HY,OTHER,NO,FREEHOLD,SHOREDITCH HIGH STREET,,LONDON,HACKNEY,GREATER LONDON
F87E72F9-BB7E-176C-E053-6B04A8C0D2BE,"$93,750.00",2/24/23,E1 6JJ,OTHER,NO,LEASEHOLD,SHOREDITCH HIGH STREET,,LONDON,HACKNEY,GREATER LONDON
F87E72F9-BB7D-176C-E053-6B04A8C0D2BE,"$281,250.00",2/24/23,E1 6JJ,OTHER,NO,LEASEHOLD,SHOREDITCH HIGH STREET,,LONDON,HACKNEY,GREATER LONDON
FFA361DA-BB15-8A03-E053-4804A8C01F61,"$905,000.00",5/31/23,E1 6NP,FLAT/MAISONETTE,NO,LEASEHOLD,WHELER STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FD226036-7A7C-4CB7-E053-4804A8C00430,"$100,000.00",4/3/23,E1 6PU,OTHER,NO,LEASEHOLD,BRICK LANE,,LONDON,TOWER HAMLETS,GREATER LONDON
F5E8B080-CCF5-3A13-E053-6C04A8C060B7,"$2,850,000.00",1/16/23,E1 6QF,SEMI-DETACHED,NO,FREEHOLD,WILKES STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FFA361DA-BAE0-8A03-E053-4804A8C01F61,"$1,970,000.00",5/25/23,E1 6QJ,FLAT/MAISONETTE,NO,LEASEHOLD,PRINCELET STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
F87E72F8-D733-176C-E053-6B04A8C0D2BE,"$810,000.00",1/31/23,E1 6UL,FLAT/MAISONETTE,NO,LEASEHOLD,FOLGATE STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FD226035-BB44-4CB7-E053-4804A8C00430,"$215,000.00",4/6/23,E1 6UP,FLAT/MAISONETTE,NO,LEASEHOLD,FOLGATE STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
01EB45EF-6553-40F3-E063-4704A8C05FDE,"$695,000.00",2/28/23,E1 7AJ,FLAT/MAISONETTE,NO,LEASEHOLD,OLD CASTLE STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FD226035-79BD-4CB7-E053-4804A8C00430,"$835,000.00",4/17/23,E1 7AT,FLAT/MAISONETTE,NO,LEASEHOLD,NEW DRUM STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
FAC30767-DA5F-5E20-E053-4704A8C004EE,"$550,000.00",3/17/23,E1 7EB,FLAT/MAISONETTE,NO,LEASEHOLD,PETTICOAT SQUARE,,LONDON,CITY OF LONDON,GREATER LONDON
FD226036-0DDD-4CB7-E053-4804A8C00430,"$385,000.00",4/6/23,E1 7EE,FLAT/MAISONETTE,NO,LEASEHOLD,PETTICOAT SQUARE,,LONDON,CITY OF LONDON,GREATER LONDON
